,Rating,Latitude,Longitude,Name,Website,Vicinity,Address,Food Tags,Place tags,X_coord,Y_coord
1999,8.2,28.4803279,77.0420728999999,Delhi Rasoi,0,"Rajiv Nagar, Sector 13, Gurugram","Rajiv Nagar, Sector 13, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,21.917145288113495,4.409349122728115
2000,8.2,28.4776659,77.0464636999999,CafÃ© Coffee Day - Sector 14,1,"Sector 14, Gurugram","Sector 14, Gurugram, Haryana 122001, India",1,0,22.43652821014256,4.45510269915775
2001,8.2,28.4758121,77.0447166,Pizza Hut,1,"SCO 24 Gr Flr, Old Delhi Road, Sector 14, Gurugram","SCO 24 Gr Flr, Old Delhi Rd, Sector 14, Gurugram, Haryana 122001, India",2,0,22.4367605050371,4.187440290388863
2002,7.6,28.4759003,77.0448608,Paradise Biryani,1,"Ground Floor SCO-17 Near ICICI Bank, Sector 14, Gurugram","Ground Floor SCO-17 Near ICICI Bank, Sector 14, Gurugram, Haryana 122001, India",0,0,22.44134439134527,4.203982578198775
2003,8.0,28.4740874,77.0425084,Masala Fusion,1,"Shop No 2322/8/3, Opp Airforce School, Gurugram","Shop No 2322/8/3, Opp Airforce School, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,22.39312881286213,3.9020872392287274
2004,8.2,28.4822791999999,77.0495287999999,Dana Choga Restaurant,1,"Near Air Force Station, Shop No-5 & 6 Old Delhi Gurgaon Road, Atul Kataria Chowk, Sector 14, Gurugram","Shop No-5 & 6 Old Delhi Gurgaon Road, Near Air Force Station, Atul Kataria Chowk, Rajiv Nagar, Sector 14, Gurugram, Haryana 122001, India",0,0,22.339434836564692,5.041228240974292
2005,7.8,28.4742576,77.0470837,Rasoi - The Food Express,1,"Market, Sector 14, Gurugram","Market, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",0,0,22.72524644514657,4.201879889146251
2006,7.6,28.4738699,77.0475003,Domino's Pizza,1,"Vivek Plaza, SCF 94, DLF Colony, Sector 14, Gurugram","Vivek Plaza, SCF 94, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",2,0,22.7841240137797,4.194648836966426
2007,8.4,28.473539,77.047747,"Om Sweets, Sector 14, Gurugram",1,"84-85 Shopping Complex Sector 14 DLF Colony Main Huda Market, Gurugram","84-85 Shopping Complex Sector 14 DLF Colony Main Huda Market, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",1,0,22.826185651081236,4.181690581342838
2008,9.0,28.4774499,77.0341376,Wahid Food.,0,"Shiv Vihar, Sector 12, Gurugram","Shiv Vihar, Sector 12, Gurugram, Haryana 122001, India",0,0,21.524581536345202,3.668223837948158
2009,8.2,28.4766645,77.0354821999999,THE GULS,0,"Shankar Chowk Road, 1783/3, Bus Stand Road, Nr Shiv, Sector 12, Gurugram","Shankar Chowk Road, 1783/3, Bus Stand Rd, Nr Shiv, Sector 12, Gurugram, Haryana 122001, India",0,0,21.68151429971404,3.6847836789233486
2010,9.0,28.4758204,77.0383066999999,Crispy Chilly,0,"1908/3, New Mata Mandir Road, Rajiv Nagar, Sector 13, Gurugram","1908/3, New Mata Mandir Rd, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,21.953950762845054,3.7885703651480305
2011,10.0,28.4757355,77.038578,Perfect Non Veg Restaurant,1,"Shop No - 4, Sanjay Gram Road, Rajiv Nagar, Gurugram","Shop No - 4, Sanjay Gram Road, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,21.98039049211778,3.798212048227026
2012,10.0,28.475718,77.0385359999999,Rr Family Restaurant,1,"Rajiv nagar near Indusind bank ATM, Gurugram","Rajiv nagar near Indusind bank ATM, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,21.97847365495959,3.794095213011821
2013,10.0,28.475911,77.0359730999999,Kitchen and Curry,1,"New Mata Mandir Road, Near, Shiv Mandir chowk, Rajiv Nagar, Gurugram","New Mata Mandir Road, Near, Shiv Mandir chowk, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,21.771957803093613,3.6508577633639927
2014,10.0,28.4759451,77.0404401999999,So Calcutta!,1,"Unnamed Road, Rajiv Nagar, Sector 14, Gurugram","Unnamed Road, A Block, Sanjay Gram Colony, Rajiv Nagar, Sector 14, Gurugram, Haryana 122001, India",0,0,22.105599029529454,3.932247160733331
2015,8.6,28.49359,77.059465,Pandit Ji Dhaba,1,"Opp. Maruthi Gate No.2, Old Delhi Gurgaon Road, Palam Vihar Extension, Gurugram","Opp. Maruthi Gate No.2, Old Delhi Gurgaon Rd, Om Vihar, Palam Vihar Extension, Gurugram, Haryana 122001, India",0,0,22.283394552386827,6.629137710638863
2016,9.4,28.489352,77.059449,Gallery Cafe,1,"Ground Floor, 15/1 Old Delhi-Gurgaon Road, Sector 18, Gurugram","Ground Floor, 15/1 Old Delhi-Gurgaon Road, Sector 18, Sector 18, Gurugram, Haryana 122015, India",1,0,22.583258254764218,6.265263880229746
2017,9.6,28.48867,77.055753,Shuda Vishnu Dhaba,0,"Old Delhi Road, Sector 17/18, Inayatpur","Old Delhi Road, Sector 17/18, Sukhrali Enclave, Sector 17, Inayatpur, Haryana 122015, India",0,0,22.353685400676802,5.976469947109026
2018,8.8,28.4909029,77.0570779999999,Choudhary's Chicken Planet,1,"Parsvnath Arcadia, opp Motorola Building, Mehrauli-Gurgaon Road, Sector 14, Gurugram","Parsvnath Arcadia, opp Motorola Building, Mehrauli-Gurgaon Rd, Sector 14, Gurugram, Haryana 122001, India",0,0,22.294734404118255,6.250260733290537
2019,8.8,28.4924591,77.0585988,Krish Restaurant,0,"46, Old Delhi Gurgaon Road, Om Vihar, Palam Vihar Extension, Inayatpur","46, Old Delhi Gurgaon Rd, Om Vihar, Palam Vihar Extension, Inayatpur, Haryana 122001, India",0,0,22.298578721922635,6.478310736265571
2020,8.4,28.482102,77.0488678999999,ICE & SPICE FAMILY RESTAURANT,1,"Old Delhi Gurgaon Road, Sector 14, Gurugram","Old Delhi Gurgaon Road, Sector 14, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,22.30230423861771,4.984855250518278
2021,8.6,28.489054,77.0599369999999,Picco Licko (Fresh Italian Ice Cream),1,"Plot No.74 Sec-18, Sector 18, Gurugram","Plot No.74 Sec-18, Sector 18, Gurugram, Haryana 122015, India",0,0,22.641136159933826,6.270167691225933
2022,8.6,28.4942586,77.0606466,R.K. Food Point (Pure Vegetarian),0,"MG Mall, Sector 14, Sonipat","MG Mall, Maruti Udyog, Sector 14, Sonipat, Haryana 122022, India",0,0,22.324775409952633,6.760040924664526
2023,9.0,28.4809412,77.0480891,Dhaba Restaurent,0,"3, LT Atul Kataria Marg, Prem Nagar, Rajiv Nagar, Sector 13, Gurugram","3, LT Atul Kataria Marg, Prem Nagar, Rajiv Nagar, Sector 13, Gurugram, Haryana 122001, India",0,0,22.326168246216284,4.836904169490368
2024,7.0,28.4975724,77.0596172,Sundar Pg,1,"1, Noble Enclave, Palam Vihar Extension, Gurugram","1, Noble Enclave, Palam Vihar Extension, Gurugram, Haryana 122022, India",0,0,22.011926502670555,6.979604235043927
2025,8.2,28.495332,77.0606791,Dilli Darbar And Caterers,0,"Old Delhi Gurgaon Road, Om Vihar, Palam Extension, Inayatpur Opp. Maruti Gate No.2, Gurugram","Old Delhi Gurgaon Road, Om Vihar, Palam Extension, Inayatpur Opp. Maruti Gate No.2, Palam Vihar Extension, Gurugram, Haryana 122001, India",0,0,22.250963588767974,6.853973301747521
2026,7.8,28.5029681,77.0633766999999,Domino's Pizza,1,"82, Ground Floor, SCF, Sector 22A, Sector 22, Gurugram","SCF, 82, Ground Floor, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",2,0,21.911366021215084,7.675916213569866
2027,8.2,28.502813,77.0624993,Manpasand Restro,1,"Sector 22A, Sector 22, Gurugram","Sector 22A, Sector 22, Gurugram, Haryana 122017, India",0,0,21.856392133820613,7.607945767029123
2028,8.0,28.5028861,77.0631150999999,Burger Point,1,"Shop No. 62 Sector, 22, Market, Gurugram","Shop No. 62 Sector, 22, Market, Sector 22A, Sector 22, Gurugram, Haryana 122017, India",0,0,21.897515727395046,7.652589304883657
2029,8.4,28.5029989,77.0634996999999,Tossin Pizza,1,"84, Service Road, Sector 22A, Sector 22, Gurugram","84, Service Rd, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.91842915951463,7.686220188658916
2030,8.8,28.5029373,77.0637861,"Tossin Pizza ( SCO 89, 1st Floor, Sector 22)",1,"1st Floor, SCO - 89, Huda Market, Sec.22, Gurugram","1st Floor, SCO - 89, Huda Market, Sec.22, Sector 22A, Sector 22, Gurugram, Haryana 122017, India",0,0,21.944347012072217,7.698798674054913
2031,7.8,28.5029695,77.0638146999999,Biryani Blues,1,"SCO 89, HUDA Market, Ground Floor, Sector 22, Gurugram","SCO 89, HUDA Market, Ground Floor, Sector 22, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",0,0,21.94421044482763,7.7033382122045
2032,8.6,28.500756,77.06684,Coffee to Cocktails - Hyatt Place,1,"Hyatt Place, Lobby Level, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon, Udyog Vihar, Gurgaon, New Delhi","Hyatt Place, Lobby Level, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon, Udyog Vihar, Gurgaon, Electronic City, Udyog Vihar, Sector 18, New Delhi, Haryana 122022, India",1,0,22.329020401552356,7.70240773582981
2033,8.0,28.4979419999999,77.071916,Mehfile Khas,1,"R&D Complex, Old Palam Gurgaon Road, Maruti Udyog, Sector 17, Gurugram","R&D Complex, Old Palam Gurgaon Rd, Maruti Udyog, Sector 17, Gurugram, Haryana 122001, India",0,0,22.910746575699246,7.777894256512589
2034,8.6,28.50283,77.06253,SOI22 CAFE,0,"33, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram","33, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram, Haryana 122017, India",1,0,21.857493439053354,7.611314869293861
2035,9.6,28.5027968,77.0625909,Rajj Greens restaurant,0,"31, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram","31, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.864432722197193,7.612268565401251
2036,8.6,28.5029774,77.062511,Lassi Destination,0,"25, Service Road, Sector 22A, Sector 22, Gurugram","25, Service Rd, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.84559220684642,7.6227502014457595
2037,8.4,28.5028286999999,77.062642,chicago delights gurugram,1,"shop 29, sector 22, near rotary public school, gurugram, Gurugram","shop 29, sector 22, near rotary public school, gurugram, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",0,0,21.866009818359597,7.618184940737263
2038,7.8,28.502851,77.062635,Wah ji Wah,1,"Shop No. 28, Opposite Rotary Public School, Sector 22, Main Huda Market,, Gurugram","Shop No. 28, Opposite Rotary Public School, Sector 22, Main Huda Market,, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.863898993855656,7.61965782314477
2039,7.6,28.5040473999999,77.0545826,Burger Singh,1,"Booth No 86, District Shopping Centre, Palam Vihar, Sector 23A, Gurugram","Booth No 86, District Shopping Centre, Palam Vihar, Sector 23A, Gurugram, Haryana 122017, India",0,0,21.173246500885654,7.220154471971666
2040,10.0,28.5038749,77.0543715,Jai's Kitchen,1,"76, Sector 23A, Gurugram","76, Sector 23A, Gurugram, Haryana 122017, India",0,0,21.169623549740017,7.192227100488278
2041,7.0,28.5029821,77.0629737,Wow! Momo,1,"43, Service Road, Sector 22A, Gurugram","43, Service Road, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.880059984087946,7.65199436488788
2042,8.2,28.5028531,77.0632308,Mr. Sandwiches,0,"70, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram","70, Major Sushil Aima Marg, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.9085625596648,7.656976015322369
2043,8.8,28.5028923,77.0632454999999,Rolls Inn,1,"shop-72, sector 22, HUDA Market Road, Sector 22, Gurugram","shop-72, sector 22, HUDA Market Road, Sector 22, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",0,0,21.906883200336797,7.66124842748908
2044,10.0,28.5027752,77.0633196,Daawat e Samosa,1,"Market Road, Sector 22, Gurugram","Market Rd, Sector 22A, Sector 22, Gurugram, Haryana 122001, India",0,0,21.920776101985457,7.655841836492772
2045,9.4,28.5027211,77.0633867,Jai Mata Di Chhole Kulcha,0,"sector 22 market, Sector 22A, Sector 22, Gurugram","sector 22 market, Sector 22A, Sector 22, Gurugram, Haryana 122015, India",0,0,21.929666594210687,7.65539265355719
2046,8.4,28.5029921,77.0633802999999,Karnataka Restaurant,1,"S.C.O 82-83, Sector -22, Huda Market, Gurugram","S.C.O 82-83, Sector -22, Huda Market, Sector 22A, Sector 22, Gurugram, Haryana 122002, India",0,0,21.909931681422812,7.67819537127189
2047,8.2,28.5029211,77.0634869999999,SUBWAY,1,"sco-85, Service Road, Huda Market, Sector 22, Gurugram","sco-85, Service Road, Huda Market, Sector 22, Sector 22A, Sector 22, Gurugram, Haryana 122021, India",0,0,21.9230013441963,7.678767716397973
2048,7.0,28.5046745,77.0629368,Yadav Dhaba,1,"149P, Sector 22A, Sector 22, Gurugram","149P, Sector 22A, Sector 22, Gurugram, Haryana 122022, India",0,0,21.757045724796736,7.794587861987553
2049,8.2,28.5096994,77.071658,Subway,1,"Sector 21, Gurugram","Sector 21, Gurugram, Haryana 122016, India",0,0,22.05596925677123,8.768385872237829
2050,7.8,28.5098298,77.0716685,Orange Chopsticks,1,"Block 4 Unitech I0ospace, Old Delhi Gurgaon Road, Sector 21, Gurugram","Block 4 Unitech I0ospace, Old Delhi Gurgaon Road, Sector 21, Gurugram, Haryana 122016, India",0,0,22.047493753067272,8.780203495362318
2051,8.0,28.5098517,77.0714467999999,Domino's Pizza,1,"Unit No. 1, Ground Floor, Amenity Block, IT/ITES SEZ, Village Dundahera, Tehsil, Gurugram","Unit No. 1, Ground Floor, Amenity Block, IT/ITES SEZ, Village Dundahera, Tehsil, Sector 21, Gurugram, Haryana 122016, India",2,0,22.029263490317447,8.768259308738784
2052,7.6,28.5097318,77.0714612,McDonald's,1,"Unitech I0ospace, Unit No 3, Ground Floor, Amenity Block, Dundahera, Gurugram","Unitech I0ospace, Unit No 3, Ground Floor, Amenity Block, Dundahera, Sector 21, Gurugram, Haryana 122022, India",0,0,22.038865681669286,8.758892617936924
2053,7.8,28.5098461,77.0715433,Dunkin' Donuts,1,"Unit No 2, Gr Flr, Amenity Blk, Unitech I0o Space, Sector 21, Gurugram","Unit No 2, Gr Flr, Amenity Blk, Unitech I0o Space, Sector 21, Gurugram, Haryana 122001, India",2,0,22.036919217843483,8.773794935990198
2054,8.4,28.509748,77.0716439999999,Pizzoccheri Restaurant,0,"Old Delhi Gurgaon Road, Surya Vihar, Sector 21, Gurugram","Old Delhi Gurgaon Rd, Surya Vihar, Sector 21, Gurugram, Haryana 122016, India",0,0,22.051463165945385,8.771673722202221
2055,8.2,28.5097515,77.0716808,Chaayos,1,"Unitech I0ospace, Old Delhi Gurgaon Road, Sector 21, Gurugram","Unitech I0ospace, Old Delhi Gurgaon Rd, Sector 21, Gurugram, Haryana 122016, India",1,0,22.053982239356205,8.774267160308488
2056,8.0,28.5103287,77.0719527,Nukkadwala I0ospace Gurgaon,1,"Unit 7, Unitech I0ospace, SEZ Block 4 A, Aminity Block 2 Sector 21, Dundahera, Gurugram","Unit 7, Unitech I0ospace, SEZ Block 4 A, Aminity Block 2 Sector 21, Dundahera, Sector 21, Gurugram, Haryana 122001, India",0,0,22.033420557388954,8.840627313078507
2057,7.8,28.5087887,77.0729944,Nukkadwala,1,"I0ospace, Sector 21, Sector 21, Sector 21E, Sector 21, Gurugram","I0ospace, Sector 21, Sector 21, IDPL Twp, Sector 21E, Sector 21, Gurugram, Haryana 110061, India",1,0,22.22118872633443,8.773723974480315
2058,7.0,28.5080322,77.0751805,Rao Bhojnalaya,0,"Opposite Auto Stand, Main Road Old Delhi Gurgaon Road, Sector 21, Dundahera, Bor, Gurugram","Opposite Auto Stand, Main Road Old Delhi Gurgaon Road, Sector 21, Dundahera, Bor, IDPL Twp, Sector 22A, Sector 19, Gurugram, Haryana 122016, India",1,0,22.439359977198247,8.845226582973881
2059,8.8,28.5128214,77.0777262,CFS,0,"Main Udyog Vihar Road, Near Hanuman Chowk, Dundahera, Gurugram","Main Udyog Vihar Road, Near Hanuman Chowk, Dundahera, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",0,0,22.290527788034968,9.413883706315513
2060,7.4,28.516869,77.079037,Chawla di hutti 24x7,1,"Opposite auto stand, udyog vihar phase 1,, Old Delhi Gurgaon Road, Dundahera, Gurugram","Opposite auto stand, udyog vihar phase 1,, Old Delhi Gurgaon Rd, Dundahera, Surya Vihar, Sector 21, Gurugram, Haryana 122016, India",0,0,22.101502926037593,9.84206260639882
2061,9.6,28.51006,77.082348,Burger Point,1,"Shop No. 108, Sector-15, Part-2 Market, Near High Beam Global, Gurugram","Shop No. 108, Sector-15, Part-2 Market, Near High Beam Global, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",0,0,22.834348061902737,9.46558305817872
2062,7.2,28.5094475,77.0714993999999,Live Wok,1,"6, Sector 21, Gurugram","6, Sector 21, Gurugram, Haryana 122021, India",0,0,22.06193886176039,8.736935601645186
2063,8.6,28.509502,77.0715194999999,Cafe Friends,0,"Shop 14 amenities block i0ospace Delhi, Dundahera, Surya Vihar, Sector 21, Gurugram","Shop 14 amenities block i0ospace Delhi, Dundahera, Surya Vihar, Sector 21, Gurugram, Haryana 122022, India",1,0,22.059578259606685,8.742854066005833
2064,8.6,28.5094401,77.0715185,Eggers Madhouse,0,"6, Sector 21, Gurugram","6, Sector 21, Gurugram, Haryana 122022, India",0,0,22.06390117612166,8.737492649181732
2065,9.2,28.5101876,77.0716752,GoGourmet,1,"UNIT NO 2B , AMENITY BLOCK-II,CANDOR TECHSPACE, Sector 21, Gurugram","UNIT NO 2B , AMENITY BLOCK-II,CANDOR TECHSPACE, Sector 21, Gurugram, Haryana 122016, India",0,0,22.022575139203475,8.811251185246928
2066,8.6,28.5102136,77.0718026999999,Greyhouse,1,"Unit 2A,Block 4A, Ground Floor, Amenity Block 2 Candor I0ospace, Gurugram","Unit 2A,Block 4A, Ground Floor, Amenity Block 2 Candor I0ospace, Sector 21, Gurugram, Haryana 122012, India",0,0,22.030317121913654,8.821424255153207
2067,9.6,28.510723,77.0719663999999,California Burrito Candor Techspace,1,"Candor Techspace, Unitec I0ospace, SEZ zone, Sector 21, Gurugram","Candor Techspace, Unitec I0ospace, SEZ zone, Sector 21, Gurugram, Haryana 122018, India",0,0,22.006434905125502,8.87523575507652
2068,9.6,28.5104278,77.0721291,Pizza Hut,1,"12&12A, Candor Techspace, Amenity Block2, Block 4A, Dundahera, Sector 21, Gurugram","12&12A, Candor Techspace, Amenity Block2, Block 4A, Dundahera, Sector 21, Gurugram, Haryana 122016, India",1,0,22.039646370499586,8.860106208233377
2069,8.2,28.5081653,77.0719596,Hyde - Plan B,0,"Sector 21, Gurugram","Sector 21, Gurugram, Haryana 122022, India",0,0,22.187654052342896,8.65585465576
2070,7.8,28.5236515,77.0836953,Fun N Food Village,1,"Old Delhi Gurgaon Road, Kapashera, New Delhi","Old Delhi Gurgaon Rd, Kapashera, New Delhi, Delhi 110097, India",0,0,21.96988084732699,10.712953372619769
2071,7.8,28.5132599,77.0861445,Tashte! Cafe,1,"1st Floor, Tower A, Plot 243, SP I0ocity, Udyog Vihar Phase 1, Sector 20, Gurugram","1st Floor, Tower A, Plot 243, SP I0ocity, Udyog Vihar Phase 1, Sector 20, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122022, India",1,0,22.892500896665528,9.976140895090342
2072,8.6,28.513072,77.086541,Subway,1,"SP I0ocity, Food Court, 1st Floor, 243, Phase 3, Udyog Vihar, Gurgaon, Udyog Vihar, Gurgaon, New Delhi","SP I0ocity, Food Court, 1st Floor, 243, Phase 3, Udyog Vihar, Gurgaon, Udyog Vihar, Gurgaon, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, New Delhi, Haryana 122022, India",0,0,22.935673349676442,9.984770959807545
2073,8.6,28.5181201,77.0807274,AGRAWAL SWEETS,0,"890, Old Delhi Gurgaon Road, Dundahera Village, Sector 20, Gurugram","890, Old Delhi Gurgaon Rd, Dundahera Village, Sector 20, Gurugram, Haryana 122008, India",0,0,22.139732894428278,10.054515753527216
2074,7.8,28.5170095,77.0794169999999,Blue Sapphire Bar & Restaurant,0,"Old Delhi Gurgaon Road, Dundahera, Surya Vihar, Sector 21, Gurugram","Old Delhi Gurgaon Road, Dundahera, Surya Vihar, Sector 21, Dundahera, Surya Vihar, Sector 21, Gurugram, Haryana 122016, India",1,0,22.12009816715735,9.877774503585519
2075,8.8,28.525558,77.098439,Thyme Restaurant - The Umrao,1,"National Highway 8, Rajokri Road, D Block, Samalkha, Pushpanjali Farms, New Delhi","National Highway 8, Rajokri Rd, D Block, Samalkha, Pushpanjali Farms, New Delhi, Delhi 110037, India",0,0,22.94318123013354,11.79506492489634
2076,8.0,28.528371,77.1007159999999,The Eatery,0,"Four Points By Sheraton, Plot No. 9, National Highway 8, Gurgaon - Delhi Expressway, Samalkha, New Delhi","Four Points By Sheraton, Plot No. 9, National Highway 8, Gurgaon - Delhi Expy, D Block, Samalkha, Samalka, New Delhi, Delhi 110037, India",1,0,22.91450850123813,12.177726558112163
2077,8.6,28.5320003,77.0939197,V.S.Food Place,0,"Unnamed Road, D Block, Samalka, New Delhi","Unnamed Road, D Block, Samalka, New Delhi, Delhi 110037, India",0,0,22.145501203762592,12.064736264191051
2078,7.4,28.522118,77.082707,SHIV MAHIMA SWEETSâ€¢BAKERYâ€¢RESTO,0,"1286, Old Delhi Gurgaon Road, Kapas Hera Estate, New Delhi","1286, Old Delhi Gurgaon Rd, Kapas Hera Estate, New Delhi, Delhi 110037, India",1,0,22.004525601094045,10.520100160197808
2079,8.8,28.531523,77.1030959999999,Kiyan,1,"NH-8, Samalkha, New Delhi","NH-8, Samalkha, D Block, Samalka, New Delhi, Delhi 110037, India",0,0,22.869484969747727,12.595806596249021
2080,8.6,28.531575,77.103633,Chi Ni,1,"The Roseate, Samalka, Delhi","The Roseate, Samalka, D Block, Samalka, Delhi, 110037, India",1,0,22.906172280580883,12.633725366120535
2081,8.0,28.5284419999999,77.1005689999999,The Eatery - Four Points by Sheraton,1,"Four Points by Sheraton, Ground Floor, Rajokri, Samalkha, Delhi, Samalkha, South Delhi, New Delhi","Four Points by Sheraton, Ground Floor, Rajokri, Samalkha, Delhi, Samalkha, South Delhi, D Block, Samalka, New Delhi, Delhi 110037, India",0,0,22.89840807257936,12.174640799563715
2082,6.6,28.545074,77.123249,"Hotel Airport Grand, Delhi",1,"L 73, NH 8, Near Delhi International Airport, Mahipalpur Extension, Mahipalpur, Airport Zone, New Delhi","L 73, NH 8, Near Delhi International Airport, Mahipalpur Extension, Mahipalpur, Airport Zone, Block F, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",0,0,23.42188371037037,15.011328908010837
2083,8.4,28.551535,77.120757,"Lemon Tree Premier, Delhi Airport",1,Asset No. 6 Asset No. 6 IGI Airport Aerocity Hospitality District,"Asset No. 6 Asset No. 6 IGI Airport Aerocity Hospitality District, Aerocity, New Delhi, Delhi 110037, India",0,0,22.77531396467813,15.408794064710522
2084,8.8,28.5433213,77.1194706999999,The Great Kabab Factory Restaurant,1,"Lobby level, Radisson Blu Plaza, National Highway 8, New Delhi","Lobby level, Radisson Blu Plaza, National Highway 8, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",0,0,23.26233861442518,14.625900492377568
2085,8.4,28.5435339,77.1199305,NYC Restaurant,1,"8, Hotel Radisson, National High Way 8, Mahipalpur Extension, New Delhi","8, Hotel Radisson, National High Way 8, Mahipalpur Extension, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",1,0,23.281804038533313,14.672746117695329
2086,8.8,28.543789,77.1200709,Neung Roi Restaurant,1,"Radisson Blu Plaza, Block R, Mahipalpur Village, Mahipalpur, New Delhi","Radisson Blu Plaza, Block R, Mahipalpur Village, Mahipalpur, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",0,0,23.274231289907913,14.703322353648845
2087,10.0,28.549642,77.121191,Roasted Restaurant,1,"Roseate House New Delhi Asset 10, Hospitality District Aerocity, New Delhi","Roseate House New Delhi Asset 10, Hospitality District Aerocity, Aerocity, New Delhi, Delhi 110037, India",0,0,22.942481792584182,15.273889777147485
2088,8.6,28.5510064,77.1206655,Kheer - Roseate House,0,"Roseate House, Asset 10, Aerocity, New Delhi","Roseate House, Asset 10, Aerocity, Aerocity, New Delhi, Delhi 110037, India",0,0,22.80600075083939,15.357869048831407
2089,7.0,28.55226,77.1207203,Citrus Cafe,1,"Asset No. 6, Hospitality District, Aerocity, Indira Gandhi International, Airport, New Delhi","Asset No. 6, Hospitality District, Aerocity, Indira Gandhi International, Airport, Aerocity, New Delhi, Delhi 110037, India",1,0,22.721029694237743,15.468531702030745
2090,8.6,28.552036,77.120908,Republic of Noodles - Lemon Tree Premier,1,"Asset No. 6, Hospitality District, Aerocity, Indira Gandhi International Airport, New Delhi","Asset No. 6, Hospitality District, Aerocity, Indira Gandhi International Airport, Aerocity, New Delhi, Delhi 110037, India",0,0,22.75106272147563,15.461065563835627
2091,7.0,28.5504212,77.1217650999999,Khan Chacha,1,"Worldmark 1, Aerocity, Indira Gandhi International Airport, New Delhi","Worldmark 1, Aerocity, Indira Gandhi International Airport, New Delhi, Delhi 110037, India",0,0,22.93027304014979,15.376330460345057
2092,8.0,28.550688,77.1218069999999,Subway Aerocity,1,"Lower Ground Floor, Worldmark1, next to Holiday Inn, Aerocity, New Delhi","Lower Ground Floor, Worldmark1, next to Holiday Inn, Aerocity, New Delhi, Delhi 110037, India",0,0,22.914462310873276,15.40176702482193
2093,8.4,28.5516754,77.1219383999999,Cafe Delhi Heights,1,"Indira Gandhi International Airport, Worldmark 3, GF 11, FF 12, Aerocity, New Delhi","GF 11, FF 12, Indira Gandhi International Airport, Worldmark 3, Aerocity, New Delhi, Delhi 110037, India",1,0,22.854168919633775,15.494429585113334
2094,9.0,28.5532755,77.1210739999999,Akira Back,1,"J W Marriott Hotel, Asset Area 4, Near Indira Gandhi International Airport, Hospitality District, Aerocity, New Delhi","J W Marriott Hotel, Asset Area 4, Near Indira Gandhi International Airport, Hospitality District, Aerocity, Aerocity, New Delhi, Delhi 110037, India",0,0,22.675455516492462,15.577450473174922
2095,8.8,28.55005,77.122849,Bella Italia,1,"Asset Area 12, Aerocity, Indira Gandhi International Airport, New Delhi","Asset Area 12, Aerocity, Indira Gandhi International Airport, Aerocity, New Delhi, Delhi 110037, India",0,0,23.038156397247388,15.412121769989808
2096,7.8,28.550302,77.1227899999999,Viva all-day dining,1,"Holiday Inn New Delhi International Airport, Asset Area 12,, Hospitality District, Aerocity, Indira Gandhi International Airport, New Delhi","Holiday Inn New Delhi International Airport, Asset Area 12,, Hospitality District, Aerocity, Indira Gandhi International Airport, Aerocity, New Delhi, Delhi 110037, India",0,0,23.01581034003348,15.430004110792973
