,Rating_scaled,Website,Food Tags,Place tags,X,Y
0,0.5789473684210524,0,0,0,0.02682519515464214,0.3744543968125121
1,0.3157894736842106,1,0,0,0.04963486142116388,0.3713018054229348
2,0.5263157894736838,0,0,0,0.0066382357356400135,0.35676107175389904
3,0.4736842105263157,0,1,0,0.02389098610696712,0.4170096366129949
4,0.26315789473684204,1,0,0,0.01896952080624801,0.5269559581575854
5,0.4736842105263157,1,0,0,0.0481309755818105,0.5422706793897082
6,0.21052631578947367,0,1,0,0.04444579671835365,0.5483527520316891
7,0.7368421052631577,0,0,0,0.06128619490980922,0.5539580084979256
8,0.894736842105263,0,0,0,0.06529390770440613,0.5547414042289416
9,0.3157894736842106,0,1,0,0.05897697125335058,0.618653263911286
10,0.631578947368421,0,0,0,0.06917494847700305,0.6155263735289445
11,0.8421052631578949,0,0,0,0.0939266466837898,0.8774945606459947
12,0.4210526315789471,1,1,0,0.0,0.3333549073558014
13,0.631578947368421,0,0,0,0.005204812913522322,0.38321957510840693
14,0.4736842105263157,1,0,0,0.06076083745628494,0.41938973725673706
15,0.6842105263157896,0,0,0,0.06740048514750975,0.410363681536899
16,0.894736842105263,0,0,0,0.05852096033980515,0.43431801434004397
17,0.5263157894736838,0,1,0,0.07371436195120977,0.559583271840021
18,0.631578947368421,0,1,0,0.09062967383446532,0.6475746643899782
19,0.26315789473684204,1,0,0,0.0971855578866799,0.8790431918851063
20,0.5263157894736838,1,0,0,0.05889596701832401,0.0
21,0.894736842105263,0,0,0,0.07022421457063936,0.1426938586682032
22,0.5263157894736838,0,0,0,0.06980985954065629,0.1450444944929297
23,0.5789473684210524,0,0,0,0.07255587766799163,0.14305649439321913
24,0.8421052631578949,1,0,0,0.08592012785410265,0.2745362729038858
25,0.894736842105263,0,0,0,0.08712644457692648,0.2685578343293997
26,0.631578947368421,0,1,0,0.09141849729546299,0.27477109319054305
27,0.21052631578947367,1,0,0,0.07969475149754193,0.5037348397634493
28,0.894736842105263,1,0,0,0.09327188466586882,0.5678437633686075
29,0.5263157894736838,0,0,0,0.09986083918875072,0.6520254552451181
30,0.9473684210526316,0,0,0,0.09603060021764437,0.7207536950992366
31,0.8421052631578949,0,0,0,0.10273675332872781,0.8036307108662974
32,0.5789473684210524,0,0,0,0.10802649784016875,0.807571341358416
33,0.5263157894736838,1,0,0,0.11706604741511657,0.8017482371349132
34,0.5263157894736838,0,0,0,0.11781015191412732,0.8044470360372474
35,0.5789473684210524,0,0,0,0.12490928501949959,0.8258249367818243
36,0.9999999999999998,1,0,0,0.1259913677627505,0.8541350218153761
37,0.9473684210526316,1,0,0,0.12872652947686317,0.9095779070995914
38,0.9999999999999998,1,0,0,0.09576161001534157,0.07527770442112376
39,0.9999999999999998,1,0,0,0.09547024268821439,0.07807860599958366
40,0.5789473684210524,0,0,0,0.09752925556291676,0.19997915802060534
41,0.36842105263157876,0,1,0,0.11655383500615964,0.3869838784073343
42,0.4210526315789471,1,0,0,0.11375122099895409,0.45052898642864786
43,0.631578947368421,0,0,0,0.11477565873610415,0.4515087418932235
44,0.5789473684210524,0,0,0,0.1153496621279536,0.452164601619883
45,0.631578947368421,0,1,0,0.1156300332530743,0.4530057113358668
46,0.6842105263157896,1,0,0,0.117188443346175,0.46281167871031387
47,0.631578947368421,0,0,0,0.12239332010034377,0.4785900486589487
48,0.7894736842105259,0,0,0,0.1277465749418228,0.464526056971261
49,0.21052631578947367,1,0,0,0.11640937619361325,0.5141884751078569
50,0.631578947368421,0,0,0,0.12206868210173749,0.4901241152239096
51,0.5789473684210524,0,0,0,0.12348655352481833,0.5159107698241991
52,0.6842105263157896,0,0,0,0.11541700672560547,0.5281707694696046
53,0.4736842105263157,1,0,0,0.12448123137745946,0.5332077458009196
54,0.7368421052631577,0,0,0,0.12539678591480222,0.5159269391837495
55,0.7368421052631577,0,0,0,0.1128277808566472,0.5521352984024871
56,0.631578947368421,0,0,0,0.12719785859934013,0.5143816772672818
57,0.10526315789473673,1,0,0,0.113387813743242,0.5649372119902334
58,0.9999999999999998,1,0,0,0.11695424085371482,0.5736716764240078
59,0.4736842105263157,1,0,0,0.1331024954320939,0.5624192024567474
60,0.21052631578947367,1,0,0,0.13315921128621042,0.5621093081280226
61,0.5263157894736838,0,0,0,0.11701950004608115,0.5672912201043341
62,0.631578947368421,1,0,0,0.1168412080836012,0.5711002321192381
63,0.9999999999999998,1,0,0,0.11678064282661402,0.5711824174947248
64,0.5263157894736838,0,0,0,0.11150108189757671,0.5772333199760759
